OrderID;Product;Category;Brand;Platform;City;Price;Quantity;TotalAmount;Rating;Reviews;OrderDate
ORD100083;T-shirt Cotton;Fashion;Generic;Jumia;Casablanca;9574,88;2;191,4976;46;2288;07/06/2024
ORD100084;T-shirt Cotton;Fashion;Generic;Souq;Dubai;1122,65;4;44,906;309;4662;17/04/2024
ORD100085;Adidas Running Shoes;Fashion;Adidas;Jumia;Casablanca;1569,06;4;62,7624;492;4342;21/09/2024
ORD100086;iPhone 13;Electronics;Apple;Amazon;Giza;5492,13;5;274,6065;413;4175;15/01/2024
ORD100087;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Cairo;1052,63;2;21,0526;436;499;26/12/2024
ORD100088;Smartwatch FitPro;Wearables;FitPro;Jumia;Cairo;14714,58;4;588,5832;421;9;09/11/2024
ORD100089;Samsung Galaxy A14;Electronics;Samsung;Souq;Casablanca;5026,21;1;50,2621;336;3909;19/10/2024
ORD100090;Dell Inspiron 3501;Computers;Dell;Souq;Cairo;14164,14;4;566,5656;201;969;27/06/2024
ORD100091;Bluetooth Headset;Accessories;JBL;Souq;Dubai;1603,38;5;80,169;361;3419;02/10/2024
ORD100092;HP Pavilion Laptop;Computers;HP;Amazon;Casablanca;260,44;1;2,6044;307;2237;19/08/2024
ORD100093;Smartwatch FitPro;Wearables;FitPro;Jumia;Alexandria;8923,17;3;267,6951;163;504;24/07/2024
ORD100094;Smartwatch FitPro;Wearables;FitPro;Souq;Casablanca;6220,11;1;62,2011;176;1992;01/04/2024
ORD100095;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Riyadh;3129,59;4;125,1836;373;741;26/03/2024
ORD100096;Samsung Galaxy A14;Electronics;Samsung;Amazon;Giza;358,74;3;10,7622;197;4382;26/03/2024
ORD100097;Samsung Galaxy A14;Electronics;Samsung;Souq;Giza;18847,29;1;188,4729;299;3252;18/04/2024
ORD100098;Smartwatch FitPro;Wearables;FitPro;Souq;Dubai;655,85;2;13,117;101;1446;23/10/2024
ORD100099;T-shirt Cotton;Fashion;Generic;Souq;Casablanca;17649,86;5;882,493;388;1667;26/03/2024
ORD100100;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Cairo;9543,53;1;95,4353;18;2183;16/09/2024
ORD100101;Adidas Running Shoes;Fashion;Adidas;Souq;Cairo;12553,72;5;627,686;403;3718;28/10/2024
ORD100102;Smartwatch FitPro;Wearables;FitPro;Souq;Riyadh;2784,77;2;55,6954;492;3568;15/08/2024
ORD100103;HP Pavilion Laptop;Computers;HP;Jumia;Cairo;19025,43;5;951,2715;154;1385;22/11/2024
ORD100104;Bluetooth Headset;Accessories;JBL;Amazon;Giza;18642,22;3;559,2666;433;1641;03/05/2024
ORD100105;Bluetooth Headset;Accessories;JBL;Amazon;Casablanca;15360,28;1;153,6028;251;1082;29/04/2024
ORD100106;iPhone 13;Electronics;Apple;Souq;Riyadh;8008,52;4;320,3408;297;951;21/04/2024
ORD100107;Adidas Running Shoes;Fashion;Adidas;Amazon;Alexandria;4120,36;2;82,4072;397;3836;22/09/2024
ORD100108;Samsung Galaxy A14;Electronics;Samsung;Souq;Cairo;8125,12;1;81,2512;171;2684;10/08/2024
ORD100109;HP Pavilion Laptop;Computers;HP;Souq;Giza;7572,32;3;227,1696;362;3468;06/10/2024
ORD100110;iPhone 13;Electronics;Apple;Amazon;Cairo;8188,88;5;409,444;345;1119;03/05/2024
ORD100111;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Cairo;459,64;3;13,7892;374;381;30/11/2024
ORD100112;Samsung Galaxy A14;Electronics;Samsung;Amazon;Giza;269,18;2;5,3836;246;3168;29/03/2024
ORD100113;HP Pavilion Laptop;Computers;HP;Jumia;Casablanca;2071,32;4;82,8528;39;4771;20/06/2024
ORD100114;Samsung Galaxy A14;Electronics;Samsung;Souq;Cairo;5317,74;2;106,3548;187;1596;01/11/2024
ORD100115;Adidas Running Shoes;Fashion;Adidas;Amazon;Dubai;17786,64;2;355,7328;194;3216;23/04/2024
ORD100116;Adidas Running Shoes;Fashion;Adidas;Amazon;Dubai;18219,13;5;910,9565;481;390;25/07/2024
ORD100117;Dell Inspiron 3501;Computers;Dell;Jumia;Dubai;12941,86;1;129,4186;233;2527;04/12/2024
ORD100118;Bluetooth Headset;Accessories;JBL;Souq;Giza;8397,24;3;251,9172;46;3546;07/10/2024
ORD100119;Smartwatch FitPro;Wearables;FitPro;Jumia;Casablanca;11119,45;5;555,9725;288;2220;19/05/2024
ORD100120;Dell Inspiron 3501;Computers;Dell;Souq;Giza;912,15;5;45,6075;242;3827;10/07/2024
ORD100121;T-shirt Cotton;Fashion;Generic;Jumia;Giza;3352,72;3;100,5816;147;698;17/03/2024
ORD100122;HP Pavilion Laptop;Computers;HP;Souq;Cairo;9574,21;4;382,9684;499;1678;27/11/2024
ORD100123;Nike Air Max;Fashion;Nike;Souq;Giza;17035,28;2;340,7056;464;571;07/08/2024
ORD100124;Nike Air Max;Fashion;Nike;Amazon;Casablanca;2582,44;4;103,2976;382;4296;08/09/2024
ORD100125;Bluetooth Headset;Accessories;JBL;Amazon;Casablanca;16774,22;2;335,4844;485;766;23/04/2024
ORD100126;Adidas Running Shoes;Fashion;Adidas;Jumia;Cairo;1178,25;2;23,565;224;4167;07/10/2024
ORD100127;HP Pavilion Laptop;Computers;HP;Souq;Riyadh;10953,53;5;547,6765;178;3621;22/07/2024
ORD100128;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Alexandria;9516,21;2;190,3242;389;229;01/03/2024
ORD100129;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Casablanca;10082,76;4;403,3104;353;3577;03/02/2024
ORD100130;Dell Inspiron 3501;Computers;Dell;Souq;Riyadh;15389,49;4;615,5796;471;225;23/01/2024
ORD100131;HP Pavilion Laptop;Computers;HP;Souq;Giza;15054,63;1;150,5463;229;212;18/10/2024
ORD100132;Adidas Running Shoes;Fashion;Adidas;Souq;Alexandria;17344,22;2;346,8844;45;4390;20/04/2024
ORD100133;Adidas Running Shoes;Fashion;Adidas;Souq;Alexandria;3563,05;2;71,261;464;2442;06/01/2024
ORD100134;Adidas Running Shoes;Fashion;Adidas;Jumia;Dubai;17832,84;5;891,642;386;596;12/12/2024
ORD100135;HP Pavilion Laptop;Computers;HP;Amazon;Riyadh;18294,37;3;548,8311;454;4734;19/04/2024
ORD100136;HP Pavilion Laptop;Computers;HP;Jumia;Riyadh;1355,52;1;13,5552;433;4809;01/07/2024
ORD100137;Samsung Galaxy A14;Electronics;Samsung;Jumia;Dubai;10513,34;3;315,4002;389;3265;30/05/2024
ORD100138;Bluetooth Headset;Accessories;JBL;Jumia;Giza;1656,96;4;66,2784;371;1008;21/04/2024
ORD100139;iPhone 13;Electronics;Apple;Jumia;Giza;4358,05;5;217,9025;138;1933;07/07/2024
ORD100140;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Alexandria;1037,37;4;41,4948;474;1044;08/07/2024
ORD100141;Bluetooth Headset;Accessories;JBL;Souq;Alexandria;425,23;5;21,2615;31;2441;20/08/2024
ORD100142;Bluetooth Headset;Accessories;JBL;Souq;Dubai;8713,46;2;174,2692;12;209;08/03/2024
ORD100143;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Alexandria;3092,83;4;123,7132;471;3811;10/05/2024
ORD100144;Bluetooth Headset;Accessories;JBL;Jumia;Casablanca;15434,38;4;617,3752;447;4246;19/07/2024
ORD100145;Dell Inspiron 3501;Computers;Dell;Amazon;Giza;6983,31;3;209,4993;123;1500;13/04/2024
ORD100146;T-shirt Cotton;Fashion;Generic;Jumia;Giza;3964,13;5;198,2065;295;758;20/04/2024
ORD100147;Bluetooth Headset;Accessories;JBL;Souq;Dubai;5830,08;3;174,9024;225;31;17/04/2024
ORD100148;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Cairo;15019,37;1;150,1937;47;757;22/08/2024
ORD100149;Samsung Galaxy A14;Electronics;Samsung;Souq;Giza;1128,05;1;11,2805;459;213;24/04/2024
ORD100150;HP Pavilion Laptop;Computers;HP;Souq;Casablanca;19703,54;4;788,1416;327;4255;03/10/2024
ORD100151;Adidas Running Shoes;Fashion;Adidas;Jumia;Alexandria;6654,77;4;266,1908;462;766;07/05/2024
ORD100152;Adidas Running Shoes;Fashion;Adidas;Jumia;Casablanca;4081,63;1;40,8163;436;1562;03/09/2024
ORD100153;Adidas Running Shoes;Fashion;Adidas;Amazon;Casablanca;13224,65;5;661,2325;382;4050;20/06/2024
ORD100154;Bluetooth Headset;Accessories;JBL;Jumia;Dubai;4003,94;2;80,0788;416;3565;11/01/2024
ORD100155;Samsung Galaxy A14;Electronics;Samsung;Jumia;Cairo;13243,22;2;264,8644;34;3233;16/01/2024
ORD100156;Samsung Galaxy A14;Electronics;Samsung;Jumia;Riyadh;5594,32;1;55,9432;232;1537;31/07/2024
ORD100157;T-shirt Cotton;Fashion;Generic;Souq;Casablanca;81,62;2;1,6324;454;3541;29/08/2024
ORD100158;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Casablanca;18802,41;5;940,1205;449;1979;02/12/2024
ORD100159;HP Pavilion Laptop;Computers;HP;Jumia;Dubai;9759,38;5;487,969;21;1765;30/08/2024
ORD100160;Samsung Galaxy A14;Electronics;Samsung;Jumia;Dubai;11172,49;5;558,6245;438;4830;28/06/2024
ORD100161;Dell Inspiron 3501;Computers;Dell;Amazon;Alexandria;18763,55;4;750,542;358;808;12/02/2024
ORD100162;Smartwatch FitPro;Wearables;FitPro;Jumia;Cairo;3815,32;3;114,4596;334;1954;27/10/2024
ORD100163;Samsung Galaxy A14;Electronics;Samsung;Amazon;Dubai;4144,58;1;41,4458;397;4557;20/08/2024
ORD100164;Dell Inspiron 3501;Computers;Dell;Souq;Riyadh;5591,69;2;111,8338;258;4293;21/01/2024
ORD100165;iPhone 13;Electronics;Apple;Souq;Giza;16855,68;1;168,5568;259;1749;31/03/2024
ORD100166;Bluetooth Headset;Accessories;JBL;Amazon;Riyadh;9869,53;5;493,4765;427;79;15/04/2024
ORD100167;Samsung Galaxy A14;Electronics;Samsung;Jumia;Dubai;13646,15;2;272,923;424;2638;03/12/2024
ORD100168;Nike Air Max;Fashion;Nike;Jumia;Alexandria;8140,53;2;162,8106;231;3972;14/11/2024
ORD100169;Nike Air Max;Fashion;Nike;Amazon;Casablanca;4310,63;2;86,2126;178;3311;30/11/2024
ORD100170;Nike Air Max;Fashion;Nike;Jumia;Alexandria;11982,84;1;119,8284;299;2887;12/08/2024
ORD100171;Smartwatch FitPro;Wearables;FitPro;Amazon;Alexandria;9065,42;5;453,271;398;2575;21/11/2024
ORD100172;Bluetooth Headset;Accessories;JBL;Amazon;Dubai;18705,82;1;187,0582;19;4321;05/02/2024
ORD100173;iPhone 13;Electronics;Apple;Souq;Riyadh;2903,55;3;87,1065;103;1132;18/09/2024
ORD100174;Nike Air Max;Fashion;Nike;Souq;Casablanca;19212,24;4;768,4896;382;3515;30/05/2024
ORD100175;T-shirt Cotton;Fashion;Generic;Amazon;Casablanca;14572,72;5;728,636;10;398;15/06/2024
ORD100176;HP Pavilion Laptop;Computers;HP;Jumia;Giza;17068,37;3;512,0511;44;4481;04/05/2024
ORD100177;iPhone 13;Electronics;Apple;Souq;Cairo;15494,89;5;774,7445;392;216;13/11/2024
ORD100178;T-shirt Cotton;Fashion;Generic;Amazon;Cairo;15204,36;1;152,0436;468;1259;28/09/2024
ORD100179;T-shirt Cotton;Fashion;Generic;Jumia;Cairo;11422,05;3;342,6615;229;2750;14/04/2024
ORD100180;T-shirt Cotton;Fashion;Generic;Amazon;Casablanca;10811,24;4;432,4496;226;2671;30/04/2024
ORD100181;Adidas Running Shoes;Fashion;Adidas;Souq;Riyadh;3783,73;3;113,5119;421;1064;28/06/2024
ORD100182;Nike Air Max;Fashion;Nike;Amazon;Riyadh;5063,71;3;151,9113;432;62;06/09/2024
ORD100183;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Alexandria;3667,22;1;36,6722;195;4730;04/08/2024
ORD100184;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Giza;4520,58;1;45,2058;199;2854;01/02/2024
ORD100185;HP Pavilion Laptop;Computers;HP;Amazon;Giza;10944,66;2;218,8932;332;3404;07/09/2024
ORD100186;iPhone 13;Electronics;Apple;Jumia;Riyadh;7164,15;1;71,6415;364;1774;16/10/2024
ORD100187;Samsung Galaxy A14;Electronics;Samsung;Amazon;Dubai;7141,58;4;285,6632;364;2773;14/04/2024
ORD100188;Bluetooth Headset;Accessories;JBL;Souq;Alexandria;7070,15;5;353,5075;365;2089;15/02/2024
ORD100189;Samsung Galaxy A14;Electronics;Samsung;Amazon;Giza;2258,04;3;67,7412;403;3749;02/05/2024
ORD100190;Adidas Running Shoes;Fashion;Adidas;Souq;Alexandria;101,8;2;2,036;269;598;05/01/2024
ORD100191;Adidas Running Shoes;Fashion;Adidas;Jumia;Alexandria;16575,35;5;828,7675;448;372;02/04/2024
ORD100192;Bluetooth Headset;Accessories;JBL;Souq;Alexandria;19772,85;1;197,7285;116;3234;18/03/2024
ORD100193;Dell Inspiron 3501;Computers;Dell;Souq;Dubai;4941,81;1;49,4181;288;1214;14/07/2024
ORD100194;T-shirt Cotton;Fashion;Generic;Souq;Casablanca;11811,63;3;354,3489;488;3698;23/01/2024
ORD100195;Smartwatch FitPro;Wearables;FitPro;Amazon;Casablanca;6402,17;1;64,0217;498;2247;06/03/2024
ORD100196;Smartwatch FitPro;Wearables;FitPro;Jumia;Cairo;19852,76;5;992,638;221;1341;03/12/2024
ORD100197;T-shirt Cotton;Fashion;Generic;Jumia;Casablanca;11547,96;4;461,9184;224;1394;19/04/2024
ORD100198;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Giza;11678,62;5;583,931;279;160;19/04/2024
ORD100199;Bluetooth Headset;Accessories;JBL;Amazon;Cairo;12591,67;2;251,8334;132;655;24/05/2024
ORD100200;Samsung Galaxy A14;Electronics;Samsung;Jumia;Riyadh;16574,13;2;331,4826;126;3641;16/09/2024
ORD100201;T-shirt Cotton;Fashion;Generic;Jumia;Alexandria;14808,65;1;148,0865;492;1511;22/12/2024
ORD100202;HP Pavilion Laptop;Computers;HP;Souq;Dubai;6882,75;5;344,1375;37;4073;25/05/2024
ORD100203;Smartwatch FitPro;Wearables;FitPro;Jumia;Dubai;17609,55;5;880,4775;476;1162;08/02/2024
ORD100204;iPhone 13;Electronics;Apple;Souq;Alexandria;15832,54;3;474,9762;491;3753;21/03/2024
ORD100205;Dell Inspiron 3501;Computers;Dell;Jumia;Casablanca;592,08;3;17,7624;414;3065;30/01/2024
ORD100206;Bluetooth Headset;Accessories;JBL;Souq;Giza;9725,77;1;97,2577;49;2431;26/08/2024
ORD100207;Bluetooth Headset;Accessories;JBL;Amazon;Cairo;11305,18;1;113,0518;473;3975;22/04/2024
ORD100208;Dell Inspiron 3501;Computers;Dell;Jumia;Dubai;4760,86;1;47,6086;101;2717;01/02/2024
ORD100209;Smartwatch FitPro;Wearables;FitPro;Jumia;Dubai;11259,08;4;450,3632;435;925;30/04/2024
ORD100210;Smartwatch FitPro;Wearables;FitPro;Amazon;Cairo;17811,95;1;178,1195;47;2682;13/01/2024
ORD100211;Nike Air Max;Fashion;Nike;Amazon;Riyadh;5956,97;1;59,5697;418;4905;26/09/2024
ORD100212;Nike Air Max;Fashion;Nike;Souq;Dubai;2547,77;5;127,3885;138;4752;20/08/2024
ORD100213;iPhone 13;Electronics;Apple;Souq;Alexandria;15258,29;1;152,5829;374;2427;23/08/2024
ORD100214;Samsung Galaxy A14;Electronics;Samsung;Jumia;Dubai;12359,28;3;370,7784;374;1841;03/12/2024
ORD100215;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Casablanca;3720,33;3;111,6099;396;4609;09/09/2024
ORD100216;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Casablanca;174,16;5;8,708;473;3626;05/05/2024
ORD100217;iPhone 13;Electronics;Apple;Souq;Cairo;13390,76;2;267,8152;315;4892;22/03/2024
ORD100218;HP Pavilion Laptop;Computers;HP;Souq;Giza;9957,25;3;298,7175;333;581;27/11/2024
ORD100219;Smartwatch FitPro;Wearables;FitPro;Amazon;Dubai;3373,56;3;101,2068;164;2431;22/07/2024
ORD100220;Smartwatch FitPro;Wearables;FitPro;Amazon;Riyadh;15325,33;4;613,0132;448;437;11/07/2024
ORD100221;iPhone 13;Electronics;Apple;Amazon;Alexandria;14632,09;5;731,6045;365;3614;17/11/2024
ORD100222;Bluetooth Headset;Accessories;JBL;Amazon;Giza;18331,51;3;549,9453;11;3047;19/08/2024
ORD100223;Bluetooth Headset;Accessories;JBL;Jumia;Casablanca;8611,48;5;430,574;235;1234;15/10/2024
ORD100224;iPhone 13;Electronics;Apple;Souq;Casablanca;9120,28;5;456,014;349;3953;29/07/2024
ORD100225;Smartwatch FitPro;Wearables;FitPro;Jumia;Dubai;17738,69;4;709,5476;467;2465;11/04/2024
ORD100226;Adidas Running Shoes;Fashion;Adidas;Souq;Casablanca;6336,78;1;63,3678;38;364;05/08/2024
ORD100227;iPhone 13;Electronics;Apple;Jumia;Alexandria;17652,06;3;529,5618;106;4460;05/03/2024
ORD100228;Samsung Galaxy A14;Electronics;Samsung;Jumia;Riyadh;915,4;4;36,616;479;1745;26/05/2024
ORD100229;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Giza;1408,94;2;28,1788;365;3784;20/11/2024
ORD100230;Samsung Galaxy A14;Electronics;Samsung;Amazon;Dubai;5782,53;1;57,8253;285;3476;02/01/2024
ORD100231;Adidas Running Shoes;Fashion;Adidas;Jumia;Riyadh;17208,74;2;344,1748;129;1399;02/01/2024
